name,cname,symbol
"WPCS International, Inc.","WPCS International, Inc.",WPCS
Lion Group Holding Ltd.,Lion Group Holding Ltd.,LGHL
Amedica Corp.,Amedica Corp.,AMDA
"Actelis Networks, Inc.","Actelis Networks, Inc.",ASNS
"Windtree Therapeutics, Inc.","Windtree Therapeutics, Inc.",WINT
"Petros Pharmaceuticals, Inc.","Petros Pharmaceuticals, Inc.",PTPI
Invesco CurrencyShares Chinese Renminbi Trust,Invesco CurrencyShares Chinese Renminbi Trust,FXCH
Biodexa Pharmaceuticals Plc,Biodexa Pharmaceuticals Plc,BDRX
Nuvve Holding Corp.,Nuvve Holding Corp.,NVVE
"Sunworks, Inc.","Sunworks, Inc.",SUNW
China Liberal Education Holdings Ltd.,China Liberal Education Holdings Ltd.,CLEU
UTime Ltd.,UTime Ltd.,WTO
"CN Energy Group, Inc.",中北能源集团有限公司,CNEY
"Caladrius Biosciences, Inc.","Caladrius Biosciences, Inc.",CLBS
"Abeona Therapeutics, Inc.","Abeona Therapeutics, Inc.",ABEOW
"Onconetix, Inc.","Onconetix, Inc.",ONCO
Reebonz Holding Ltd.,Reebonz Holding Ltd.,RBZ
"Electriq Power Holdings, Inc.","Electriq Power Holdings, Inc.",ELIQ
First Trust Hong Kong AlphaDEX Fund,First Trust Hong Kong AlphaDEX Fund,FHK
"Cyclacel Pharmaceuticals, Inc.","Cyclacel Pharmaceuticals, Inc.",CYCC
"Reborn Coffee, Inc.","Reborn Coffee, Inc.",REBN
"Kintara Therapeutics, Inc.","Kintara Therapeutics, Inc.",KTRA
"PaxMedica, Inc.","PaxMedica, Inc.",PXMD
United States 12 Month Natural Gas Fund LP,United States 12 Month Natural Gas Fund LP,UNL
Jowell Global Ltd.,聚好商城,JWEL
"DatChat, Inc.","DatChat, Inc.",DATS
"PhaseRx, Inc.","PhaseRx, Inc.",PZRX
"Chicken Soup for the Soul Entertainment, Inc.","Chicken Soup for the Soul Entertainment, Inc.",CSSEP
"Verb Technology Co., Inc.","Verb Technology Co., Inc.",VERB
Akerna Corp.,Akerna Corp.,KERN
"Yield10 Bioscience, Inc.","Yield10 Bioscience, Inc.",YTEN
"Leading Brands, Inc.","Leading Brands, Inc.",LBIX
FLJ Group Ltd.,FLJ Group Ltd.,FLJ
Secoo Holding Ltd.,寺库集团,SECO
Direxion Daily High Yield Bear 2X Shares,Direxion Daily High Yield Bear 2X Shares,HYDD
"Neuralstem, Inc.","Neuralstem, Inc.",CUR
"iMedia Brands, Inc.","iMedia Brands, Inc.",IMBI
"Zovio, Inc.","Zovio, Inc.",ZVO
"Applied UV, Inc.","Applied UV, Inc.",AUVI
PowerShares PureBeta MSCI USA Small Cap Portfolio,PowerShares PureBeta MSCI USA Small Cap Portfolio,PBSM
Memorial Production Partners LP,Memorial Production Partners LP,MEMP
"Mobiquity Technologies, Inc.","Mobiquity Technologies, Inc.",MOBQ
BTC Digital Ltd.,美联国际教育集团,METX
"Lucy Scientific Discovery, Inc.","Lucy Scientific Discovery, Inc.",LSDI
ETRACS Alerian Natural Gas MLP Index,ETRACS Alerian Natural Gas MLP Index,MLPG
"Nexalin Technology, Inc.","Nexalin Technology, Inc.",NXL
Fangdd Network Group Ltd.,房多多,DUO
Uni-Pixel,Uni-Pixel,UNXL
Corporate Backed Trust Certificates,Corporate Backed Trust Certificates,KTP
"The Nft Gaming Co., Inc.","The Nft Gaming Co., Inc.",NFTG
"Pernix Therapeutics Holdings, Inc.","Pernix Therapeutics Holdings, Inc.",PTX
"60 Degrees Pharmaceuticals, Inc.","60 Degrees Pharmaceuticals, Inc.",SXTP
Altamira Therapeutics Ltd.,Altamira Therapeutics Ltd.,CYTO
Direxion Daily European Financials Bull 2X Shares,Direxion Daily European Financials Bull 2X Shares,EUFL
WisdomTree Global ex-Mexico Equity Fund,WisdomTree Global ex-Mexico Equity Fund,XMX
"FOXO Technologies, Inc.","FOXO Technologies, Inc.",FOXO
SMX (Security Matters) Plc,SMX (Security Matters) Plc,SMX
"MedAvail Holdings, Inc.","MedAvail Holdings, Inc.",MDVL
ProShares Ultra Telecommunications,ProShares Ultra Telecommunications,LTL
"Yumanity Therapeutics, Inc.","Yumanity Therapeutics, Inc.",PTI
"Shift Technologies, Inc.","Shift Technologies, Inc.",SFT
"Ability, Inc.","Ability, Inc.",ABIL
Unilife Corporation,Unilife Corporation,UNIS
First NBC Bank Holding Company ,First NBC Bank Holding Company ,FNBC
Direxion Daily Total Bond Market Bear 1x Shares,Direxion Daily Total Bond Market Bear 1x Shares,SAGG
"Tortoise Midstream Energy Fund, Inc.","Tortoise Midstream Energy Fund, Inc.",NTG
Tuesday Morning Corp.,Tuesday Morning Corp.,TUEM
WisdomTree Dynamic Currency Hedged Japan Equity Fund,WisdomTree Dynamic Currency Hedged Japan Equity Fund,DDJP
PowerShares Growth Multi-Asset Allocation Portfolio,PowerShares Growth Multi-Asset Allocation Portfolio,PSMG
"Toughbuilt Industries, Inc.","Toughbuilt Industries, Inc.",TBLT
Westmoreland Coal Co.,Westmoreland Coal Co.,WLB
Direxion Daily EURO STOXX 50 Bull 3X Shares,Direxion Daily EURO STOXX 50 Bull 3X Shares,EUXL
"INVO BioScience, Inc.","INVO BioScience, Inc.",INVO
"CDTi Advanced Materials, Inc.","CDTi Advanced Materials, Inc.",CDTI
U.S. Equity Cumulative Dividends Fund - Series 2027,U.S. Equity Cumulative Dividends Fund - Series 2027,IDIV
InfoSonics Corp.,InfoSonics Corp.,IFON
"The Bon-Ton Stores, Inc.",邦顿百货,BONT
"Nova Lifestyle, Inc.",诺华家具有限公司,NVFY
Zosano Pharma Corp.,Zosano Pharma Corp.,ZSAN
"Eloxx Pharmaceuticals, Inc.","Eloxx Pharmaceuticals, Inc.",ELOX
Direxion Daily Communication Services Index Bear 3X Shares,Direxion Daily Communication Services Index Bear 3X Shares,MUTE
"Nuwellis, Inc.","Nuwellis, Inc.",NUWE
"Oblong, Inc.","Oblong, Inc.",OBLG
WisdomTree Yield Enhanced Global Aggregate Bond Fund,WisdomTree Yield Enhanced Global Aggregate Bond Fund,GLBY
ProShares Ultra MSCI Brazil Capped,ProShares Ultra MSCI Brazil Capped,UBR
"Aclarion, Inc.","Aclarion, Inc.",ACON
"Novan, Inc.","Novan, Inc.",NOVN
"Staffing 360 Solutions, Inc.","Staffing 360 Solutions, Inc.",STAF
"ContraVir Pharmaceuticals, Inc.","ContraVir Pharmaceuticals, Inc.",CTRV
ProShares UltraShort Technology,ProShares UltraShort Technology,REW
Halc贸n Resources Corp.,Halc贸n Resources Corp.,HK
"Salarius Pharmaceuticals, Inc.","Salarius Pharmaceuticals, Inc.",SLRX
"Auddia, Inc.","Auddia, Inc.",AUUD
mCloud Technologies Corp.,mCloud Technologies Corp.,MCLD
WisdomTree International Multifactor Fund,WisdomTree International Multifactor Fund,DWMF
"LogicMark, Inc.","LogicMark, Inc.",LGMK
"BIOLASE, Inc.","BIOLASE, Inc.",BIOL
Rosetta Genomics Ltd.,Rosetta Genomics Ltd.,ROSG
"Stryve Foods, Inc.","Stryve Foods, Inc.",SNAX
Managed Portfolio Series Reinhart Intermediate Bond NextShares,Managed Portfolio Series Reinhart Intermediate Bond NextShares,RPIBC
"SeqLL, Inc.","SeqLL, Inc.",SQL
"ThermoGenesis Holdings, Inc.","ThermoGenesis Holdings, Inc.",THMO
Cyanotech Corp.,赛安诺科技,CYAN
Phio Pharmaceuticals Corp.,Phio Pharmaceuticals Corp.,PHIO
"Allarity Therapeutics, Inc.","Allarity Therapeutics, Inc.",ALLR
"Clarus Therapeutics Holdings, Inc.","Clarus Therapeutics Holdings, Inc.",CRXT
Crown ElectroKinetics Corp.,Crown ElectroKinetics Corp.,CRKN
"Peraso, Inc.","Peraso, Inc.",PRSO
"Recruiter.com Group, Inc.","Recruiter.com Group, Inc.",RCRT
"Atlas Financial Holdings, Inc.","Atlas Financial Holdings, Inc.",AFH
Rex Energy Corp.,Rex Energy Corp.,REXX
ProShares Ultra Consumer Goods,ProShares Ultra Consumer Goods,UGE
PowerShares Russell 1000 Enhanced Equal Weight Portfolio,PowerShares Russell 1000 Enhanced Equal Weight Portfolio,USEQ
"Onfolio Holdings, Inc.","Onfolio Holdings, Inc.",ONFO
ProShares UltraShort Consumer Goods,ProShares UltraShort Consumer Goods,SZK
"Ensysce Biosciences, Inc.","Ensysce Biosciences, Inc.",ENSC
ProShares UltraShort MidCap400,ProShares UltraShort MidCap400,MZZ
"Yuma Energy, Inc.","Yuma Energy, Inc.",YUMA
"Dextera Surgical, Inc.","Dextera Surgical, Inc.",DXTR
GraniteShares Gold Trust,GraniteShares Gold Trust,BAR
Zions Bancorporation,锡安银行,ZIONW
Lehman ABS Corp 7.75% CorTS Toys R Us Deb-backed Series 2001-31,Lehman ABS Corp 7.75% CorTS Toys R Us Deb-backed Series 2001-31,XKE
"Kiromic Biopharma, Inc.","Kiromic Biopharma, Inc.",KRBP
"Aptevo Therapeutics, Inc.","Aptevo Therapeutics, Inc.",APVO
DMK Pharmaceuticals Corp.,DMK Pharmaceuticals Corp.,DMK
Direxion Daily Small Cap Bull 2x Shares,Direxion Daily Small Cap Bull 2x Shares,SMLL
180 Life Sciences Corp.,180 Life Sciences Corp.,ATNF
Crossroads Systems,Crossroads Systems,CRDS
"Sonoma Pharmaceuticals, Inc.",Sonoma药业,SNOA
Nuvectra Corp.,Nuvectra Corp.,NVTR
"Aralez Pharmaceuticals, Inc.","Aralez Pharmaceuticals, Inc.",ARLZ
Tantech Holdings Ltd.,Tantech Holdings Ltd.,TANH
Assure Holdings Corp.,Assure Holdings Corp.,IONM
"Taoping, Inc.",淘屏,TAOP
SCWorx Corp.,SCWorx Corp.,WORX
iPath Series B Carbon Exchange-Traded Notes,iPath Series B Carbon Exchange-Traded Notes,GRN
Scinai Immunotherapeutics Ltd.,Scinai Immunotherapeutics Ltd.,SCNI
Direxion Daily Dow Jones Internet Bull 3x Shares,Direxion Daily Dow Jones Internet Bull 3x Shares,WEBL
Bone Biologics Corp.,Bone Biologics Corp.,BBLG
Dynatronics Corp.,Dynatronics Corp.,DYNT
MultiMetaVerse Holdings Ltd.,MultiMetaVerse Holdings Ltd.,MMV
"Alliqua BioMedical, Inc.","Alliqua BioMedical, Inc.",ALQA
"Nemaura Medical, Inc.","Nemaura Medical, Inc.",NMRD
"Troika Media Group, Inc.","Troika Media Group, Inc.",TRKA
"Superconductor Technologies, Inc.",超导技术,SCON
"CohBar, Inc.","CohBar, Inc.",CWBR
"Vical, Inc.","Vical, Inc.",VICL
"Edible Garden AG , Inc.","Edible Garden AG , Inc.",EDBL
ProShares UltraPro Short Financials,ProShares UltraPro Short Financials,FINZ
"Ault Alliance, Inc.","Ault Alliance, Inc.",AULT
"cbdMD, Inc.","cbdMD, Inc.",YCBD
Internap Corp.,Internap网络服务,INAP
"Valeritas Holdings, Inc.","Valeritas Holdings, Inc.",VLRX
"Approach Resources, Inc.",Approach资源,AREX
FieldPoint Petroleum Corp,FieldPoint Petroleum Corp,FPP
"Grom Social Enterprises, Inc.","Grom Social Enterprises, Inc.",GROM
Medley LLC,Medley LLC,MDLQ
"Codiak BioSciences, Inc.","Codiak BioSciences, Inc.",CDAK
"PARTS iD, Inc.","PARTS iD, Inc.",ID
"Qualigen Therapeutics, Inc.","Qualigen Therapeutics, Inc.",QLGN
Power REIT,Power REIT,PW
AGFiQ US Market Neutral Momentum Fund,AGFiQ US Market Neutral Momentum Fund,MOM
Wells-Gardner Electronics Corp,Wells-Gardner Electronics Corp,WGA
Teucrium Agricultural Fund,Teucrium Agricultural Fund,TAGS
"QualTek Services, Inc.","QualTek Services, Inc.",QTEK
Liquid Media Group Ltd.,Liquid Media Group Ltd.,YVR
Forbes Energy Services Ltd,Forbes Energy Services Ltd,FES
Virax Biolabs Group Ltd.,Virax Biolabs Group Ltd.,VRAX
Quoin Pharmaceuticals Ltd.,Quoin Pharmaceuticals Ltd.,QNRX
"Siyata Mobile, Inc.","Siyata Mobile, Inc.",SYTA
"InMed Pharmaceuticals, Inc.","InMed Pharmaceuticals, Inc.",INM
"Ocuphire Pharma, Inc.","Ocuphire Pharma, Inc.",REXN
"BitNile Metaverse, Inc.","BitNile Metaverse, Inc.",BNMV
ProShares UltraPro Short Nasdaq Biotechnology,ProShares UltraPro Short Nasdaq Biotechnology,ZBIO
"Tivic Health Systems, Inc.","Tivic Health Systems, Inc.",TIVC
"Unique Fabricating, Inc.","Unique Fabricating, Inc.",UFAB
ProShares Short SmallCap600,ProShares Short SmallCap600,SBB
"National American University Holdings, Inc.","National American University Holdings, Inc.",NAUH
"Panbela Therapeutics, Inc.","Panbela Therapeutics, Inc.",PBLA
Jeffs' Brands Ltd.,Jeffs' Brands Ltd.,JFBR
"Starry Group Holdings, Inc.","Starry Group Holdings, Inc.",STRY
RiceBran Technologies,RiceBran Technologies,RIBT
Blue Star Foods Corp.,Blue Star Foods Corp.,BSFC
"Molekule Group, Inc.","Molekule Group, Inc.",MKUL
"NanoVibronix, Inc.","NanoVibronix, Inc.",NAOV
Escalon Medical Corp.,埃斯卡龙医疗,ESMC
"American Rebel Holdings, Inc.","American Rebel Holdings, Inc.",AREB
"Reliance Global Group, Inc.","Reliance Global Group, Inc.",RELI
"Winc, Inc.","Winc, Inc.",WBEV
TIAN RUIXIANG Holdings Ltd.,天睿祥,TIRX
"Comera Life Sciences Holdings, Inc.","Comera Life Sciences Holdings, Inc.",CMRA
"NuZee, Inc.","NuZee, Inc.",NUZE
"WiSA Technologies, Inc.","WiSA Technologies, Inc.",WISA
"Hallmark Financial Services, Inc.",标志金融服务,HALL
Direxion Daily Communication Services Index Bull 3X Shares,Direxion Daily Communication Services Index Bull 3X Shares,TAWK
"Alfi, Inc.","Alfi, Inc.",ALF
"Orbital Infrastructure Group, Inc.","Orbital Infrastructure Group, Inc.",OIG
"PolarityTE, Inc.","PolarityTE, Inc.",PTE
